"TimeCreated","EventID","RecordID","Computer","Provider","SubjectUserName","SubjectDomainName","SubjectLogonId","TargetUserName","TargetDomainName","TargetUserSid","LogonType","FailureReason","Status","SubStatus","WorkstationName","IpAddress","IpPort","LogonProcessName","AuthenticationPackage","TransitedServices","PackageName","KeyLength","ProcessId","ProcessName"
"24/09/2026 19:39:24","4625","125277","WIN-PIVUFUGAE9N.lab.local","Microsoft-Windows-Security-Auditing","-","-","0x0","soclab","LAB","S-1-0-0","3","%%2313","0xc000006d","0xc000006a","KALI","192.168.100.137","57854","NtLmSsp ","NTLM","-","-","0","0x0","-"
"24/09/2026 19:40:45","4625","125278","WIN-PIVUFUGAE9N.lab.local","Microsoft-Windows-Security-Auditing","-","-","0x0","soclab","LAB","S-1-0-0","3","%%2313","0xc000006d","0xc000006a","KALI","192.168.100.137","48202","NtLmSsp ","NTLM","-","-","0","0x0","-"
"24/09/2026 19:40:47","4625","125279","WIN-PIVUFUGAE9N.lab.local","Microsoft-Windows-Security-Auditing","-","-","0x0","soclab","LAB","S-1-0-0","3","%%2313","0xc000006d","0xc000006a","KALI","192.168.100.137","48208","NtLmSsp ","NTLM","-","-","0","0x0","-"
"24/09/2026 19:40:49","4625","125280","WIN-PIVUFUGAE9N.lab.local","Microsoft-Windows-Security-Auditing","-","-","0x0","soclab","LAB","S-1-0-0","3","%%2313","0xc000006d","0xc000006a","KALI","192.168.100.137","48218","NtLmSsp ","NTLM","-","-","0","0x0","-"
"24/09/2026 19:40:52","4625","125281","WIN-PIVUFUGAE9N.lab.local","Microsoft-Windows-Security-Auditing","-","-","0x0","soclab","LAB","S-1-0-0","3","%%2313","0xc000006d","0xc000006a","KALI","192.168.100.137","48228","NtLmSsp ","NTLM","-","-","0","0x0","-"
"24/09/2026 19:40:54","4625","125282","WIN-PIVUFUGAE9N.lab.local","Microsoft-Windows-Security-Auditing","-","-","0x0","soclab","LAB","S-1-0-0","3","%%2313","0xc000006d","0xc000006a","KALI","192.168.100.137","48230","NtLmSsp ","NTLM","-","-","0","0x0","-"
